source,target,weight,time
1104,1190,1,7
1190,637,1,7
637,1190,1,7
1190,1106,1,7
1106,1190,1,7
1207,1100,1,7
1100,1207,1,7
1212,1021,1,7
1021,1212,1,7
1241,1073,1,7
1073,1241,1,7
1241,949,1,7
949,1241,1,7
1241,645,1,7
645,1241,1,7
1235,566,1,7
566,1235,1,7
1235,795,1,7
795,1235,1,7
1235,727,1,7
727,1235,1,7
1235,657,1,7
657,1235,1,7
1235,1233,1,7
1233,1235,1,7
1235,721,1,7
721,1235,1,7
1235,794,1,7
794,1235,1,7
1248,441,1,7
441,1248,1,7
1248,1051,1,7
1051,1248,1,7
1248,1244,1,7
1244,1248,1,7
1248,898,1,7
898,1248,1,7
1248,1132,1,7
1132,1248,1,7
1196,364,1,7
364,1196,1,7
1253,1117,1,7
1117,1253,1,7
1253,1120,1,7
1120,1253,1,7
1220,1050,1,7
1050,1220,1,7
1220,663,1,7
663,1220,1,7
1239,1152,1,7
1152,1239,1,7
1239,1154,1,7
1154,1239,1,7
1239,743,1,7
743,1239,1,7
1239,877,1,7
877,1239,1,7
1203,768,1,7
768,1203,1,7
1268,712,1,7
712,1268,1,7
1268,649,1,7
649,1268,1,7
1188,1011,1,7
1011,1188,1,7
1188,1105,1,7
1105,1188,1,7
1188,913,1,7
913,1188,1,7
1233,795,1,7
795,1233,1,7
1233,727,1,7
727,1233,1,7
1233,657,1,7
657,1233,1,7
1233,373,1,7
373,1233,1,7
1233,566,1,7
566,1233,1,7
1222,895,1,7
895,1222,1,7
1222,729,1,7
729,1222,1,7
1222,654,1,7
654,1222,1,7
1222,1143,1,7
1143,1222,1,7
1222,636,1,7
636,1222,1,7
1222,790,1,7
790,1222,1,7
1222,788,1,7
788,1222,1,7
1216,1130,1,7
1130,1216,1,7
1216,963,1,7
963,1216,1,7
1216,964,1,7
964,1216,1,7
1229,1217,1,7
1217,1229,1,7
1264,1113,1,7
1113,1264,1,7
1264,1023,1,7
1023,1264,1,7
1264,1133,1,7
1133,1264,1,7
1271,957,1,7
957,1271,1,7
1271,1122,1,7
1122,1271,1,7
1271,556,1,7
556,1271,1,7
1271,956,1,7
956,1271,1,7
1271,499,1,7
499,1271,1,7
1271,1133,1,7
1133,1271,1,7
1187,924,1,7
924,1187,1,7
1187,678,1,7
678,1187,1,7
1187,615,1,7
615,1187,1,7
1187,1006,1,7
1006,1187,1,7
1187,1096,1,7
1096,1187,1,7
1279,1154,1,7
1154,1279,1,7
1279,634,1,7
634,1279,1,7
1192,637,1,7
637,1192,1,7
1192,705,1,7
705,1192,1,7
1192,1106,1,7
1106,1192,1,7
1192,602,1,7
602,1192,1,7
1192,844,1,7
844,1192,1,7
1245,900,1,7
900,1245,1,7
1245,1113,1,7
1113,1245,1,7
1245,1052,1,7
1052,1245,1,7
1245,1127,1,7
1127,1245,1,7
1245,1120,1,7
1120,1245,1,7
1245,1051,1,7
1051,1245,1,7
1278,860,1,7
860,1278,1,7
1278,898,1,7
898,1278,1,7
1231,863,1,7
863,1231,1,7
1231,806,1,7
806,1231,1,7
1231,1051,1,7
1051,1231,1,7
1231,712,1,7
712,1231,1,7
1225,808,1,7
808,1225,1,7
1225,963,1,7
963,1225,1,7
1223,1159,1,7
1159,1223,1,7
1223,577,1,7
577,1223,1,7
1223,1237,1,7
1237,1223,1,7
1223,952,1,7
952,1223,1,7
1223,886,1,7
886,1223,1,7
1223,1026,1,7
1026,1223,1,7
1223,556,1,7
556,1223,1,7
1191,1190,1,7
1190,1191,1,7
1191,637,1,7
637,1191,1,7
28,1051,1,7
1051,28,1,7
28,666,1,7
666,28,1,7
28,992,1,7
992,28,1,7
64,1032,1,7
1032,64,1,7
64,1130,1,7
1130,64,1,7
13,554,1,7
554,13,1,7
13,1110,1,7
1110,13,1,7
47,499,1,7
499,47,1,7
32,987,1,7
987,32,1,7
32,1114,1,7
1114,32,1,7
32,1113,1,7
1113,32,1,7
32,881,1,7
881,32,1,7
32,1120,1,7
1120,32,1,7
32,898,1,7
898,32,1,7
32,721,1,7
721,32,1,7
58,1122,1,7
1122,58,1,7
58,1218,1,7
1218,58,1,7
58,17,1,7
17,58,1,7
58,1137,1,7
1137,58,1,7
58,625,1,7
625,58,1,7
58,1162,1,7
1162,58,1,7
58,1256,1,7
1256,58,1,7
58,1219,1,7
1219,58,1,7
42,1051,1,7
1051,42,1,7
42,958,1,7
958,42,1,7
42,357,1,7
357,42,1,7
42,877,1,7
877,42,1,7
43,516,1,7
516,43,1,7
43,1031,1,7
1031,43,1,7
43,693,1,7
693,43,1,7
43,499,1,7
499,43,1,7
43,1032,1,7
1032,43,1,7
41,517,1,7
517,41,1,7
41,904,1,7
904,41,1,7
41,346,1,7
346,41,1,7
41,840,1,7
840,41,1,7
41,1131,1,7
1131,41,1,7
40,1253,1,7
1253,40,1,7
40,1252,1,7
1252,40,1,7
40,1254,1,7
1254,40,1,7
40,1140,1,7
1140,40,1,7
49,1082,1,7
1082,49,1,7
24,1240,1,7
1240,24,1,7
3,1064,1,7
1064,3,1,7
3,701,1,7
701,3,1,7
3,1138,1,7
1138,3,1,7
3,778,1,7
778,3,1,7
3,776,1,7
776,3,1,7
3,960,1,7
960,3,1,7
3,573,1,7
573,3,1,7
3,1226,1,7
1226,3,1,7
36,799,1,7
799,36,1,7
36,393,1,7
393,36,1,7
36,1089,1,7
1089,36,1,7
14,1242,1,7
1242,14,1,7
14,1120,1,7
1120,14,1,7
14,1135,1,7
1135,14,1,7
14,537,1,7
537,14,1,7
73,1236,1,7
1236,73,1,7
73,1141,1,7
1141,73,1,7
73,370,1,7
370,73,1,7
73,741,1,7
741,73,1,7
68,963,1,7
963,68,1,7
68,822,1,7
822,68,1,7
68,943,1,7
943,68,1,7
68,708,1,7
708,68,1,7
67,1219,1,7
1219,67,1,7
33,840,1,7
840,33,1,7
33,795,1,7
795,33,1,7
33,727,1,7
727,33,1,7
33,566,1,7
566,33,1,7
33,659,1,7
659,33,1,7
33,1164,1,7
1164,33,1,7
33,373,1,7
373,33,1,7
33,796,1,7
796,33,1,7
33,502,1,7
502,33,1,7
65,989,1,7
989,65,1,7
65,962,1,7
962,65,1,7
65,937,1,7
937,65,1,7
34,1235,1,7
1235,34,1,7
34,795,1,7
795,34,1,7
34,721,1,7
721,34,1,7
34,1277,1,7
1277,34,1,7
34,481,1,7
481,34,1,7
34,833,1,7
833,34,1,7
34,581,1,7
581,34,1,7
53,810,1,7
810,53,1,7
53,884,1,7
884,53,1,7
53,514,1,7
514,53,1,7
53,1153,1,7
1153,53,1,7
53,494,1,7
494,53,1,7
53,1137,1,7
1137,53,1,7
53,1154,1,7
1154,53,1,7
53,1239,1,7
1239,53,1,7
54,964,1,7
964,54,1,7
54,336,1,7
336,54,1,7
54,1214,1,7
1214,54,1,7
54,1244,1,7
1244,54,1,7
54,1246,1,7
1246,54,1,7
50,1143,1,7
1143,50,1,7
50,1222,1,7
1222,50,1,7
50,1221,1,7
1221,50,1,7
50,711,1,7
711,50,1,7
16,478,1,7
478,16,1,7
16,1036,1,7
1036,16,1,7
16,1216,1,7
1216,16,1,7
16,1220,1,7
1220,16,1,7
16,1164,1,7
1164,16,1,7
16,663,1,7
663,16,1,7
16,963,1,7
963,16,1,7
59,917,1,7
917,59,1,7
59,1221,1,7
1221,59,1,7
59,1259,1,7
1259,59,1,7
59,1217,1,7
1217,59,1,7
31,678,1,7
678,31,1,7
31,1104,1,7
1104,31,1,7
70,1068,1,7
1068,70,1,7
70,1111,1,7
1111,70,1,7
70,1082,1,7
1082,70,1,7
69,541,1,7
541,69,1,7
69,814,1,7
814,69,1,7
57,1116,1,7
1116,57,1,7
57,1226,1,7
1226,57,1,7
57,1036,1,7
1036,57,1,7
57,1151,1,7
1151,57,1,7
57,778,1,7
778,57,1,7
57,1065,1,7
1065,57,1,7
57,1228,1,7
1228,57,1,7
57,1035,1,7
1035,57,1,7
8,860,1,7
860,8,1,7
8,577,1,7
577,8,1,7
56,946,1,7
946,56,1,7
56,1250,1,7
1250,56,1,7
56,1046,1,7
1046,56,1,7
56,1244,1,7
1244,56,1,7
35,1150,1,7
1150,35,1,7
35,1111,1,7
1111,35,1,7
35,1070,1,7
1070,35,1,7
15,860,1,7
860,15,1,7
15,577,1,7
577,15,1,7
15,584,1,7
584,15,1,7
15,951,1,7
951,15,1,7
15,636,1,7
636,15,1,7
15,424,1,7
424,15,1,7
15,435,1,7
435,15,1,7
15,92,1,7
92,15,1,7
15,634,1,7
634,15,1,7
15,1217,1,7
1217,15,1,7
15,894,1,7
894,15,1,7
15,895,1,7
895,15,1,7
15,378,1,7
378,15,1,7
15,729,1,7
729,15,1,7
25,537,1,7
537,25,1,7
25,716,1,7
716,25,1,7
25,1261,1,7
1261,25,1,7
25,803,1,7
803,25,1,7
25,628,1,7
628,25,1,7
25,899,1,7
899,25,1,7
25,558,1,7
558,25,1,7
25,1023,1,7
1023,25,1,7
25,959,1,7
959,25,1,7
66,897,1,7
897,66,1,7
66,973,1,7
973,66,1,7
66,514,1,7
514,66,1,7
66,370,1,7
370,66,1,7
66,634,1,7
634,66,1,7
66,975,1,7
975,66,1,7
66,1039,1,7
1039,66,1,7
66,1236,1,7
1236,66,1,7
61,1051,1,7
1051,61,1,7
61,511,1,7
511,61,1,7
61,951,1,7
951,61,1,7
61,378,1,7
378,61,1,7
61,1224,1,7
1224,61,1,7
61,424,1,7
424,61,1,7
61,634,1,7
634,61,1,7
61,964,1,7
964,61,1,7
61,899,1,7
899,61,1,7
61,1236,1,7
1236,61,1,7
61,1237,1,7
1237,61,1,7
61,535,1,7
535,61,1,7
61,1238,1,7
1238,61,1,7
61,882,1,7
882,61,1,7
19,884,1,7
884,19,1,7
19,877,1,7
877,19,1,7
19,1154,1,7
1154,19,1,7
18,373,1,7
373,18,1,7
18,1022,1,7
1022,18,1,7
18,657,1,7
657,18,1,7
18,566,1,7
566,18,1,7
63,581,1,7
581,63,1,7
63,859,1,7
859,63,1,7
63,1051,1,7
1051,63,1,7
63,1217,1,7
1217,63,1,7
9,663,1,7
663,9,1,7
9,708,1,7
708,9,1,7
9,719,1,7
719,9,1,7
72,868,1,7
868,72,1,7
30,1264,1,7
1264,30,1,7
30,616,1,7
616,30,1,7
30,647,1,7
647,30,1,7
30,956,1,7
956,30,1,7
30,1051,1,7
1051,30,1,7
30,958,1,7
958,30,1,7
30,957,1,7
957,30,1,7
2,1221,1,7
1221,2,1,7
2,784,1,7
784,2,1,7
2,1244,1,7
1244,2,1,7
2,917,1,7
917,2,1,7
2,792,1,7
792,2,1,7
39,1095,1,7
1095,39,1,7
39,1191,1,7
1191,39,1,7
39,1004,1,7
1004,39,1,7
39,1104,1,7
1104,39,1,7
39,1106,1,7
1106,39,1,7
39,637,1,7
637,39,1,7
39,602,1,7
602,39,1,7
39,1190,1,7
1190,39,1,7
46,898,1,7
898,46,1,7
46,587,1,7
587,46,1,7
46,1123,1,7
1123,46,1,7
46,943,1,7
943,46,1,7
46,945,1,7
945,46,1,7
46,943,1,7
943,46,1,7
46,1023,1,7
1023,46,1,7
46,537,1,7
537,46,1,7
46,438,1,7
438,46,1,7
46,803,1,7
803,46,1,7
46,899,1,7
899,46,1,7
37,1181,1,7
1181,37,1,7
71,810,1,7
810,71,1,7
71,884,1,7
884,71,1,7
71,514,1,7
514,71,1,7
71,1239,1,7
1239,71,1,7
71,1153,1,7
1153,71,1,7
71,494,1,7
494,71,1,7
71,895,1,7
895,71,1,7
71,790,1,7
790,71,1,7
71,877,1,7
877,71,1,7
26,678,1,7
678,26,1,7
26,602,1,7
602,26,1,7
26,940,1,7
940,26,1,7
26,1189,1,7
1189,26,1,7
0,1208,1,7
1208,0,1,7
55,601,1,7
601,55,1,7
38,907,1,7
907,38,1,7
38,885,1,7
885,38,1,7
38,953,1,7
953,38,1,7
38,1223,1,7
1223,38,1,7
38,1237,1,7
1237,38,1,7
38,1221,1,7
1221,38,1,7
38,1224,1,7
1224,38,1,7
20,860,1,7
860,20,1,7
20,1232,1,7
1232,20,1,7
20,1237,1,7
1237,20,1,7
20,1223,1,7
1223,20,1,7
20,858,1,7
858,20,1,7
17,1161,1,7
1161,17,1,7
17,375,1,7
375,17,1,7
21,994,1,7
994,21,1,7
21,1243,1,7
1243,21,1,7
21,836,1,7
836,21,1,7
1757,1195,1,10
1195,1757,1,10
1751,16,1,10
16,1751,1,10
1751,364,1,10
364,1751,1,10
1751,332,1,10
332,1751,1,10
1751,284,1,10
284,1751,1,10
74,88,1,10
88,74,1,10
74,44,1,10
44,74,1,10
74,26,1,10
26,74,1,10
74,132,1,10
132,74,1,10
74,113,1,10
113,74,1,10
1765,931,1,10
931,1765,1,10
1765,1290,1,10
1290,1765,1,10
79,654,1,10
654,79,1,10
79,563,1,10
563,79,1,10
79,78,1,10
78,79,1,10
1761,443,1,10
443,1761,1,10
1758,1293,1,10
1293,1758,1,10
1758,1739,1,10
1739,1758,1,10
1758,1707,1,10
1707,1758,1,10
1758,103,1,10
103,1758,1,10
1758,1720,1,10
1720,1758,1,10
1758,1742,1,10
1742,1758,1,10
1758,1,1,10
1,1758,1,10
1758,1716,1,10
1716,1758,1,10
1758,252,1,10
252,1758,1,10
1758,1715,1,10
1715,1758,1,10
81,113,1,10
113,81,1,10
81,1275,1,10
1275,81,1,10
81,128,1,10
128,81,1,10
81,1051,1,10
1051,81,1,10
81,1244,1,10
1244,81,1,10
81,326,1,10
326,81,1,10
80,255,1,10
255,80,1,10
80,644,1,10
644,80,1,10
80,942,1,10
942,80,1,10
80,1090,1,10
1090,80,1,10
80,38,1,10
38,80,1,10
80,263,1,10
263,80,1,10
84,878,1,10
878,84,1,10
84,114,1,10
114,84,1,10
77,1722,1,10
1722,77,1,10
77,1293,1,10
1293,77,1,10
77,83,1,10
83,77,1,10
77,126,1,10
126,77,1,10
77,785,1,10
785,77,1,10
77,252,1,10
252,77,1,10
77,75,1,10
75,77,1,10
77,418,1,10
418,77,1,10
77,38,1,10
38,77,1,10
77,1281,1,10
1281,77,1,10
77,767,1,10
767,77,1,10
77,6,1,10
6,77,1,10
77,91,1,10
91,77,1,10
77,690,1,10
690,77,1,10
77,1306,1,10
1306,77,1,10
77,345,1,10
345,77,1,10
1773,523,1,10
523,1773,1,10
76,881,1,10
881,76,1,10
76,104,1,10
104,76,1,10
76,688,1,10
688,76,1,10
76,137,1,10
137,76,1,10
76,7,1,10
7,76,1,10
76,1101,1,10
1101,76,1,10
76,271,1,10
271,76,1,10
76,144,1,10
144,76,1,10
76,136,1,10
136,76,1,10
76,42,1,10
42,76,1,10
76,925,1,10
925,76,1,10
76,1734,1,10
1734,76,1,10
1749,1733,1,10
1733,1749,1,10
1749,1713,1,10
1713,1749,1,10
82,113,1,10
113,82,1,10
1769,1720,1,10
1720,1769,1,10
1769,26,1,10
26,1769,1,10
1769,44,1,10
44,1769,1,10
1769,305,1,10
305,1769,1,10
1767,919,1,10
919,1767,1,10
1767,1723,1,10
1723,1767,1,10
1767,1720,1,10
1720,1767,1,10
1750,259,1,10
259,1750,1,10
1750,1295,1,10
1295,1750,1,10
1750,465,1,10
465,1750,1,10
1750,45,1,10
45,1750,1,10
1750,582,1,10
582,1750,1,10
1750,1102,1,10
1102,1750,1,10
1750,861,1,10
861,1750,1,10
1750,136,1,10
136,1750,1,10
1759,1739,1,10
1739,1759,1,10
1759,1720,1,10
1720,1759,1,10
1759,1725,1,10
1725,1759,1,10
1759,455,1,10
455,1759,1,10
1759,1742,1,10
1742,1759,1,10
78,325,1,10
325,78,1,10
78,107,1,10
107,78,1,10
78,1315,1,10
1315,78,1,10
78,1270,1,10
1270,78,1,10
78,1316,1,10
1316,78,1,10
78,1317,1,10
1317,78,1,10
78,1311,1,10
1311,78,1,10
78,1239,1,10
1239,78,1,10
78,19,1,10
19,78,1,10
75,121,1,10
121,75,1,10
1771,1360,1,10
1360,1771,1,10
1771,1361,1,10
1361,1771,1,10
1771,1720,1,10
1720,1771,1,10
1753,691,1,10
691,1753,1,10
1770,159,1,10
159,1770,1,10
1770,101,1,10
101,1770,1,10
1770,1189,1,10
1189,1770,1,10
1770,113,1,10
113,1770,1,10
1756,1299,1,10
1299,1756,1,10
1756,766,1,10
766,1756,1,10
1756,1195,1,10
1195,1756,1,10
1756,472,1,10
472,1756,1,10
1756,446,1,10
446,1756,1,10
1768,1739,1,10
1739,1768,1,10
1768,1737,1,10
1737,1768,1,10
1768,443,1,10
443,1768,1,10
1768,1720,1,10
1720,1768,1,10
1768,1735,1,10
1735,1768,1,10
1752,444,1,10
444,1752,1,10
1754,915,1,10
915,1754,1,10
83,158,1,10
158,83,1,10
83,444,1,10
444,83,1,10
1775,931,1,10
931,1775,1,10
1775,687,1,10
687,1775,1,10
1775,272,1,10
272,1775,1,10
1775,1002,1,10
1002,1775,1,10
1775,312,1,10
312,1775,1,10
1775,300,1,10
300,1775,1,10
1775,1740,1,10
1740,1775,1,10
1775,1205,1,10
1205,1775,1,10
1762,138,1,10
138,1762,1,10
1762,300,1,10
300,1762,1,10
1762,1736,1,10
1736,1762,1,10
1762,1718,1,10
1718,1762,1,10
1762,1720,1,10
1720,1762,1,10
1772,1361,1,10
1361,1772,1,10
1772,45,1,10
45,1772,1,10
1772,55,1,10
55,1772,1,10
1772,104,1,10
104,1772,1,10
1772,136,1,10
136,1772,1,10
1772,1295,1,10
1295,1772,1,10
1755,1745,1,10
1745,1755,1,10
1755,1714,1,10
1714,1755,1,10
1764,1728,1,10
1728,1764,1,10
1764,1714,1,10
1714,1764,1,10
1764,1740,1,10
1740,1764,1,10
1764,1713,1,10
1713,1764,1,10
1764,364,1,10
364,1764,1,10
1764,1729,1,10
1729,1764,1,10
1764,1745,1,10
1745,1764,1,10
1766,602,1,10
602,1766,1,10
1766,312,1,10
312,1766,1,10
1766,141,1,10
141,1766,1,10
1766,138,1,10
138,1766,1,10
1766,1720,1,10
1720,1766,1,10
1766,132,1,10
132,1766,1,10
119,93,1,12
93,119,1,12
119,195,1,12
195,119,1,12
119,319,1,12
319,119,1,12
119,1299,1,12
1299,119,1,12
119,691,1,12
691,119,1,12
119,1777,1,12
1777,119,1,12
119,1836,1,12
1836,119,1,12
119,75,1,12
75,119,1,12
119,1756,1,12
1756,119,1,12
89,118,1,12
118,89,1,12
89,106,1,12
106,89,1,12
89,155,1,12
155,89,1,12
89,1182,1,12
1182,89,1,12
89,1367,1,12
1367,89,1,12
89,250,1,12
250,89,1,12
89,1324,1,12
1324,89,1,12
89,1366,1,12
1366,89,1,12
89,1049,1,12
1049,89,1,12
98,217,1,12
217,98,1,12
98,157,1,12
157,98,1,12
98,1707,1,12
1707,98,1,12
98,108,1,12
108,98,1,12
98,454,1,12
454,98,1,12
98,120,1,12
120,98,1,12
98,179,1,12
179,98,1,12
98,919,1,12
919,98,1,12
98,300,1,12
300,98,1,12
98,77,1,12
77,98,1,12
98,1743,1,12
1743,98,1,12
98,1742,1,12
1742,98,1,12
98,1707,1,12
1707,98,1,12
98,94,1,12
94,98,1,12
98,1755,1,12
1755,98,1,12
98,149,1,12
149,98,1,12
98,1774,1,12
1774,98,1,12
98,175,1,12
175,98,1,12
98,105,1,12
105,98,1,12
98,141,1,12
141,98,1,12
196,103,1,12
103,196,1,12
196,1203,1,12
1203,196,1,12
196,125,1,12
125,196,1,12
196,43,1,12
43,196,1,12
130,300,1,12
300,130,1,12
179,307,1,12
307,179,1,12
179,333,1,12
333,179,1,12
179,1845,1,12
1845,179,1,12
179,156,1,12
156,179,1,12
179,865,1,12
865,179,1,12
179,867,1,12
867,179,1,12
179,213,1,12
213,179,1,12
179,1145,1,12
1145,179,1,12
136,150,1,12
150,136,1,12
136,153,1,12
153,136,1,12
133,103,1,12
103,133,1,12
133,1805,1,12
1805,133,1,12
133,179,1,12
179,133,1,12
133,120,1,12
120,133,1,12
133,449,1,12
449,133,1,12
133,1293,1,12
1293,133,1,12
133,171,1,12
171,133,1,12
133,217,1,12
217,133,1,12
133,132,1,12
132,133,1,12
133,919,1,12
919,133,1,12
100,143,1,12
143,100,1,12
100,1319,1,12
1319,100,1,12
100,300,1,12
300,100,1,12
100,1293,1,12
1293,100,1,12
100,216,1,12
216,100,1,12
100,252,1,12
252,100,1,12
100,170,1,12
170,100,1,12
100,144,1,12
144,100,1,12
100,128,1,12
128,100,1,12
100,1186,1,12
1186,100,1,12
100,767,1,12
767,100,1,12
100,345,1,12
345,100,1,12
164,1307,1,12
1307,164,1,12
164,1787,1,12
1787,164,1,12
164,10,1,12
10,164,1,12
164,192,1,12
192,164,1,12
164,179,1,12
179,164,1,12
164,159,1,12
159,164,1,12
164,1839,1,12
1839,164,1,12
164,841,1,12
841,164,1,12
164,262,1,12
262,164,1,12
164,1105,1,12
1105,164,1,12
104,1125,1,12
1125,104,1,12
104,1385,1,12
1385,104,1,12
104,652,1,12
652,104,1,12
104,174,1,12
174,104,1,12
104,147,1,12
147,104,1,12
120,1766,1,12
1766,120,1,12
120,215,1,12
215,120,1,12
120,179,1,12
179,120,1,12
120,88,1,12
88,120,1,12
120,149,1,12
149,120,1,12
120,920,1,12
920,120,1,12
123,1833,1,12
1833,123,1,12
123,1832,1,12
1832,123,1,12
123,238,1,12
238,123,1,12
123,1299,1,12
1299,123,1,12
123,48,1,12
48,123,1,12
123,221,1,12
221,123,1,12
123,1777,1,12
1777,123,1,12
123,1836,1,12
1836,123,1,12
123,186,1,12
186,123,1,12
123,766,1,12
766,123,1,12
123,1812,1,12
1812,123,1,12
123,119,1,12
119,123,1,12
166,83,1,12
83,166,1,12
166,179,1,12
179,166,1,12
166,1791,1,12
1791,166,1,12
145,127,1,12
127,145,1,12
145,1086,1,12
1086,145,1,12
145,157,1,12
157,145,1,12
145,1734,1,12
1734,145,1,12
145,317,1,12
317,145,1,12
145,1101,1,12
1101,145,1,12
145,352,1,12
352,145,1,12
145,151,1,12
151,145,1,12
105,1070,1,12
1070,105,1,12
105,78,1,12
78,105,1,12
105,1070,1,12
1070,105,1,12
105,166,1,12
166,105,1,12
194,705,1,12
705,194,1,12
194,1817,1,12
1817,194,1,12
194,111,1,12
111,194,1,12
194,1846,1,12
1846,194,1,12
194,16,1,12
16,194,1,12
194,1733,1,12
1733,194,1,12
194,168,1,12
168,194,1,12
194,1843,1,12
1843,194,1,12
194,229,1,12
229,194,1,12
194,147,1,12
147,194,1,12
194,1751,1,12
1751,194,1,12
194,91,1,12
91,194,1,12
194,1818,1,12
1818,194,1,12
138,1347,1,12
1347,138,1,12
138,40,1,12
40,138,1,12
138,164,1,12
164,138,1,12
138,230,1,12
230,138,1,12
138,1140,1,12
1140,138,1,12
94,156,1,12
156,94,1,12
94,99,1,12
99,94,1,12
94,280,1,12
280,94,1,12
94,278,1,12
278,94,1,12
188,172,1,12
172,188,1,12
188,179,1,12
179,188,1,12
188,270,1,12
270,188,1,12
87,104,1,12
104,87,1,12
87,1378,1,12
1378,87,1,12
87,1110,1,12
1110,87,1,12
87,743,1,12
743,87,1,12
114,45,1,12
45,114,1,12
114,86,1,12
86,114,1,12
114,202,1,12
202,114,1,12
114,109,1,12
109,114,1,12
114,209,1,12
209,114,1,12
114,326,1,12
326,114,1,12
114,166,1,12
166,114,1,12
114,152,1,12
152,114,1,12
186,126,1,12
126,186,1,12
186,7,1,12
7,186,1,12
186,1805,1,12
1805,186,1,12
186,1720,1,12
1720,186,1,12
186,132,1,12
132,186,1,12
186,1786,1,12
1786,186,1,12
86,614,1,12
614,86,1,12
86,1293,1,12
1293,86,1,12
86,252,1,12
252,86,1,12
86,342,1,12
342,86,1,12
86,171,1,12
171,86,1,12
86,418,1,12
418,86,1,12
86,38,1,12
38,86,1,12
86,1742,1,12
1742,86,1,12
86,612,1,12
612,86,1,12
86,6,1,12
6,86,1,12
86,690,1,12
690,86,1,12
86,926,1,12
926,86,1,12
86,925,1,12
925,86,1,12
86,345,1,12
345,86,1,12
90,272,1,12
272,90,1,12
90,185,1,12
185,90,1,12
90,614,1,12
614,90,1,12
90,179,1,12
179,90,1,12
90,234,1,12
234,90,1,12
90,1293,1,12
1293,90,1,12
90,143,1,12
143,90,1,12
90,270,1,12
270,90,1,12
90,1093,1,12
1093,90,1,12
90,252,1,12
252,90,1,12
90,170,1,12
170,90,1,12
90,77,1,12
77,90,1,12
90,75,1,12
75,90,1,12
90,418,1,12
418,90,1,12
90,38,1,12
38,90,1,12
90,1742,1,12
1742,90,1,12
90,1803,1,12
1803,90,1,12
90,87,1,12
87,90,1,12
90,103,1,12
103,90,1,12
90,767,1,12
767,90,1,12
90,6,1,12
6,90,1,12
90,217,1,12
217,90,1,12
90,345,1,12
345,90,1,12
191,307,1,12
307,191,1,12
191,7,1,12
7,191,1,12
191,113,1,12
113,191,1,12
191,161,1,12
161,191,1,12
191,232,1,12
232,191,1,12
191,632,1,12
632,191,1,12
191,140,1,12
140,191,1,12
191,132,1,12
132,191,1,12
110,1385,1,12
1385,110,1,12
110,185,1,12
185,110,1,12
110,169,1,12
169,110,1,12
110,82,1,12
82,110,1,12
110,156,1,12
156,110,1,12
110,147,1,12
147,110,1,12
110,652,1,12
652,110,1,12
110,278,1,12
278,110,1,12
171,1849,1,12
1849,171,1,12
171,1735,1,12
1735,171,1,12
171,1768,1,12
1768,171,1,12
122,1369,1,12
1369,122,1,12
122,1255,1,12
1255,122,1,12
92,87,1,12
87,92,1,12
92,1319,1,12
1319,92,1,12
92,109,1,12
109,92,1,12
92,190,1,12
190,92,1,12
92,165,1,12
165,92,1,12
92,189,1,12
189,92,1,12
92,179,1,12
179,92,1,12
92,100,1,12
100,92,1,12
92,160,1,12
160,92,1,12
92,140,1,12
140,92,1,12
92,77,1,12
77,92,1,12
92,172,1,12
172,92,1,12
92,200,1,12
200,92,1,12
92,250,1,12
250,92,1,12
92,94,1,12
94,92,1,12
92,133,1,12
133,92,1,12
92,189,1,12
189,92,1,12
144,860,1,12
860,144,1,12
144,1728,1,12
1728,144,1,12
144,86,1,12
86,144,1,12
144,147,1,12
147,144,1,12
144,154,1,12
154,144,1,12
109,1125,1,12
1125,109,1,12
109,644,1,12
644,109,1,12
109,1342,1,12
1342,109,1,12
109,147,1,12
147,109,1,12
132,150,1,12
150,132,1,12
132,170,1,12
170,132,1,12
132,216,1,12
216,132,1,12
132,300,1,12
300,132,1,12
132,1293,1,12
1293,132,1,12
117,131,1,12
131,117,1,12
117,199,1,12
199,117,1,12
117,86,1,12
86,117,1,12
117,44,1,12
44,117,1,12
177,1758,1,12
1758,177,1,12
177,1720,1,12
1720,177,1,12
177,217,1,12
217,177,1,12
175,126,1,12
126,175,1,12
175,1291,1,12
1291,175,1,12
175,1205,1,12
1205,175,1,12
175,1283,1,12
1283,175,1,12
175,179,1,12
179,175,1,12
175,88,1,12
88,175,1,12
175,1787,1,12
1787,175,1,12
175,132,1,12
132,175,1,12
97,256,1,12
256,97,1,12
97,152,1,12
152,97,1,12
97,1243,1,12
1243,97,1,12
127,107,1,12
107,127,1,12
127,996,1,12
996,127,1,12
127,461,1,12
461,127,1,12
127,77,1,12
77,127,1,12
127,103,1,12
103,127,1,12
127,80,1,12
80,127,1,12
127,393,1,12
393,127,1,12
127,128,1,12
128,127,1,12
153,129,1,12
129,153,1,12
153,162,1,12
162,153,1,12
153,133,1,12
133,153,1,12
135,1068,1,12
1068,135,1,12
135,506,1,12
506,135,1,12
96,614,1,12
614,96,1,12
96,252,1,12
252,96,1,12
96,345,1,12
345,96,1,12
96,767,1,12
767,96,1,12
96,1293,1,12
1293,96,1,12
96,1800,1,12
1800,96,1,12
96,925,1,12
925,96,1,12
156,203,1,12
203,156,1,12
156,1835,1,12
1835,156,1,12
172,140,1,12
140,172,1,12
172,7,1,12
7,172,1,12
172,1810,1,12
1810,172,1,12
172,451,1,12
451,172,1,12
